text,sentiment
hahah did i hear mvp chants in atlantas arena  at least they get it right there unlike at staples,neutral
 haha well then maybe u shouldnt be so weak  hehe jks  ,positive
biggest food fightmosh pit ever and i miss it from across the school,negative
i killed my dill plant again why does this happen with dill it is doing great then suddenly its dead httptinyurlcommlh4f5,negative
3wordsaftersex it hurts now,negative
 i can only imagine but i know i love hearing about your novel    im kinda awake lol  will continue to do so hopefully,positive
gonna try to get a couple hours of sleep love going to bed at 9 am later twitter,positive
httptwitpiccom4wi9p  playing with ethan i love you baby,positive
 how come i want pizza,neutral
geez im hating bein at work till 10 on a day like this i feel like its a wasted lovley day,negative
at every gas station i look for postcards for   no luck,negative
ya i walked into the wall thats why i have a plaster on my neck,neutral
  hey everyone i just mixed the first single  why r u im sooo excited,positive
guys will go see constance 	 logically,neutral
did not sleep a wink last night  x,neutral
  i feel your pain i once lived in an apt for 6 mos where the previous tenant had 4 cats burning eyestight lungs   gregg,neutral
ahh big scary bug flying around my room,negative
oh yes the cavs win game5 now onto game6 its still danger they have to win this one either its no shot for the championship,neutral
 happy anoop day to you too monica,positive
just tried an energy drink to report back for you guys and im sweating and have the worst cramps i want to lie down,negative
happy mothers may to my mak   love you always xoxo,positive
 i found out that theres sushi with fake crab meat and its not good for you,negative
is thinking about a career change,neutral
 meh i feel fine now it was crazy 10 minute sickness session but now im hungry again,negative
 what sun,neutral
   wellhopefully someday soon you can get one,positive
under sooooo much stress lately,negative
 me too ,negative
 tuned to listen but had a 130 meeting now know that my high schoolcollege french doesnt cut it anymore,neutral
do you have a chronic illness blog let me know ill post your link on my own  wwwptsiciblogspotcom,neutral
weekend is getting close too bad ill be stuck up north  hopefully ill be able to get out next weekend for some real life fun,positive
jt should just be a regular on snl,neutral
 twappy httpbitlyd9qvk,neutral
 its never too late  they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries,negative
not at all happydont know what the reason is,negative
_fan76 rofl  thats my problem only two hands,negative
no transport for church  wont be making it im crushed oh well more time for assignments i suppose my throat really hurts ,negative
 what timeeee my mom says i have to do something daw tomorrow eh but were never compelte,neutral
 ive been sat sunbathing in the bombed out church all day and left and missed you,negative
i know exactly where i should be,neutral
 ive made a game for you stephen httptinyurlcomctw4ld  well actually its for us not you,neutral
 thanks to follow have a nice rest,positive
 sensation ocean of white portugal absolutely amazing  adoreiii,positive
 yeah i got ur text well ive only been on summer break for a week and so far its been boring all i do is watch tennis matches,negative
ive been nudged not much going on lately umped games over the wknd and i took one to the pills,neutral
i just saw a bird slowly die right next to me,negative
 hahahaha where is that train i want on that should be a wild ride,positive
love the family feud episode with the kardashians tonight,positive
im coming up with a new plan with my bestie oh this one is gonna be great,positive
hmmm httpwwwdjherocom is down,negative
lmaoummmm nothing,neutral
_90 haha agreed  lol,positive
 hello  im up late playing on the internet i love you,positive
the music video i made for my  project for this city is contagious by  is uploading to youtube now,neutral
theyre sappin mah sentry errr yea im without power at home right now,neutral
crash in qmbol,negative
 perth australia,neutral
httptwitpiccom4wgoq  the beach was phenomenal 2day,positive
 i forgot that was tonight was planning on heading down to the cask that might not be such a good idea,negative
tiredbut cant go to bed yet,negative
 youre a night owl too huh,neutral
 haha no kidding i listen to them all day long bud,positive
going to group therapy session cant wait to spill my guts ha ha ha,neutral
 eat it its good for you,positive
happy mothers day  esp to my mommy,positive
 what phone do you have  an old rotary,neutral
 i had to look at it 3 times before it sunk in totally shocked by it  tbh,negative
 im in schaumburg rite now  and u want ice cream lol its type chilly outside lol i got ice cream here,neutral
im donehaha house md marathon ulet,positive
 omginorite id be all fancy and tophatted all the time its really too bad i cant grow a handlebar moustache,negative
 got ya  that wouldnt be so bad tho right,negative
just finish clean up my computerguest rooms cupboard my stuffs,neutral
just watched slumdog millionaire  its soo goood i love it  but its sad,neutral
 i feel for you that sounds like how kiya was last night  all i can say is get comfy on the couch and enjoy the cuddles,positive
  eh  have u never heard of belfast where like everyone loves you,neutral
wow its only 930,neutral
 yes  me too i cant understand why they have to do that i mean i know its all about hollywood but this thing is called love,positive
